sku,name of article,price
SKU08865,Fresh Carrot,97.17
SKU08866,Sweet Nuts,55.22
SKU08867,Ripe Cucumber,28.18
SKU08868,Farm-Fresh Butter,77.98
SKU08869,Silky Perfume,68.42
SKU08870,Wholesome Puppy Chow,20.51
SKU08871,Delicious Cat Food,63.3
SKU08872,Premium Kitten Kibble,21.55
SKU08873,Salty Chips,30.76
SKU08874,Healthy Cat Food,99.33
SKU08875,Crispy Baguette,5.99
SKU08876,Fresh Apple,95.35
SKU08877,Silky Foundation,6.18
SKU08878,Creamy Butter,51.46
SKU08879,Icy Water,46.94
SKU08880,Wholesome Puppy Chow,35.83
SKU08881,Wholesome Kitten Kibble,82.95
SKU08882,Luxury Perfume,16.6
SKU08883,Local Banana,11.37
SKU08884,Wholesome Puppy Chow,35.33
SKU08885,Delicious Kitten Kibble,98.45
SKU08886,Radiant Lipstick,76.66
SKU08887,Crispy Croissant,84.28
SKU08888,Farm-Fresh Cheese,74.09
SKU08889,Eco-Friendly Sanitizer,77.04
SKU08890,Eco-Friendly Cleaner,76.84
SKU08891,Local Cucumber,50.63
SKU08892,Sparkling Sanitizer,58.53
SKU08893,Rich Milk,58.98
SKU08894,Elegant Cream,6.65
SKU08895,Multi-Surface Sanitizer,6.09
SKU08896,Fresh Butter,30.47
SKU08897,Smooth Foundation,60.1
SKU08898,Wholesome Dog Food,98.84
SKU08899,Sparkling Cleaner,56.57
SKU08900,Creamy Milk,43.0
SKU08901,Homemade Bagel,35.9
SKU08902,Powerful Sanitizer,29.44
SKU08903,Elegant Lotion,49.99
SKU08904,Crunchy Popcorn,45.57
SKU08905,Powerful Cleaner,55.92
SKU08906,Fresh Yogurt,35.04
SKU08907,Spicy Crackers,24.77
SKU08908,Nutritious Cat Food,66.83
SKU08909,Homemade Muffin,22.7
SKU08910,Sparkling Soap,85.1
SKU08911,Fresh Butter,31.97
SKU08912,Creamy Butter,22.79
SKU08913,Rich Yogurt,71.28
SKU08914,Fluffy Baguette,33.46
SKU08915,Local Banana,63.87
SKU08916,Seasonal Carrot,32.33
SKU08917,Salty Nuts,99.93
SKU08918,Luxury Cream,8.96
SKU08919,Savory Popcorn,89.47
SKU08920,Fresh Cream,16.62
SKU08921,Multi-Surface Soap,10.96
SKU08922,Deep-Clean Soap,0.56
SKU08923,Zesty Tea,22.99
SKU08924,Deep-Clean Disinfectant,14.95
SKU08925,Crispy Muffin,30.89
SKU08926,Elegant Cream,89.82
SKU08927,Sparkling Soda,76.37
SKU08928,Delicious Kitten Kibble,78.03
SKU08929,Delicious Kitten Kibble,11.4
SKU08930,Luxury Cream,78.66
SKU08931,Crunchy Chips,24.77
SKU08932,Seasonal Tomato,28.31
SKU08933,Seasonal Apple,10.7
SKU08934,Organic Butter,61.73
SKU08935,Powerful Soap,92.27
SKU08936,Radiant Cream,41.96
SKU08937,Organic Tomato,92.68
SKU08938,Fresh Milk,9.5
SKU08939,Fresh Cucumber,1.36
SKU08940,Organic Carrot,46.44
SKU08941,Premium Pet Treats,32.97
SKU08942,Fresh Cream,81.14
SKU08943,Sparkling Coffee,34.6
SKU08944,Eco-Friendly Soap,43.39
SKU08945,Fresh Carrot,65.8
SKU08946,Fresh Cheese,93.85
SKU08947,Seasonal Carrot,85.14
SKU08948,Wholesome Pet Treats,87.75
SKU08949,Seasonal Lettuce,85.49
SKU08950,Smooth Foundation,23.2
SKU08951,Premium Dog Food,28.66
SKU08952,Crispy Croissant,49.42
SKU08953,Healthy Cat Food,97.15
SKU08954,Sparkling Soap,33.35
SKU08955,Farm-Fresh Cream,68.42
SKU08956,Radiant Foundation,21.24
SKU08957,Zesty Tea,22.93
SKU08958,Healthy Puppy Chow,79.16
SKU08959,Elegant Perfume,75.39
SKU08960,Wholesome Dog Food,83.77
SKU08961,Crunchy Cookies,18.55
SKU08962,Farm-Fresh Cream,39.19
SKU08963,Fluffy Croissant,66.13
SKU08964,Crunchy Crackers,6.17
SKU08965,Organic Yogurt,31.09
SKU08966,Artisan Bagel,52.94
SKU08967,Salty Nuts,50.67
SKU08968,Homemade Bagel,64.95
SKU08969,Silky Lipstick,0.96
SKU08970,Chilled Tea,63.08
SKU08971,Fresh Butter,10.33
SKU08972,Powerful Cleaner,32.16
SKU08973,Spicy Popcorn,96.94
SKU08974,Sweet Chips,6.89
SKU08975,Zesty Soda,44.09
SKU08976,Delicious Pet Treats,7.07
SKU08977,Savory Cookies,68.03
SKU08978,Crunchy Nuts,33.53
SKU08979,Artisan Bagel,49.89
SKU08980,Local Carrot,17.54
SKU08981,Fresh Cream,50.64
SKU08982,Savory Popcorn,91.02
SKU08983,Farm-Fresh Cheese,12.58
SKU08984,Zesty Soda,4.2
SKU08985,Local Apple,34.33
SKU08986,Fresh Cream,64.6
SKU08987,Icy Coffee,65.61
SKU08988,Organic Milk,61.3
SKU08989,Creamy Milk,42.85
SKU08990,Healthy Kitten Kibble,97.45
SKU08991,Radiant Perfume,29.13
SKU08992,Delicious Cat Food,30.78
SKU08993,Zesty Soda,6.89
SKU08994,Fresh Cheese,50.65
SKU08995,Powerful Cleaner,1.66
SKU08996,Rich Cheese,74.12
SKU08997,Sparkling Coffee,83.24
SKU08998,Refreshing Coffee,51.94
SKU08999,Sweet Nuts,60.26
SKU09000,Nutritious Kitten Kibble,14.05
SKU09001,Sweet Nuts,65.92
SKU09002,Wholesome Pet Treats,24.51
SKU09003,Zesty Water,15.77
SKU09004,Ripe Carrot,81.73
SKU09005,Powerful Disinfectant,23.8
SKU09006,Crunchy Chips,45.13
SKU09007,Icy Tea,80.68
SKU09008,Multi-Surface Soap,23.9
SKU09009,Organic Lettuce,16.8
SKU09010,Rich Cheese,56.76
SKU09011,Radiant Lipstick,99.16
SKU09012,Seasonal Lettuce,80.42
SKU09013,Seasonal Tomato,76.34
SKU09014,Organic Cucumber,64.42
SKU09015,Nutritious Pet Treats,63.88
SKU09016,Ripe Lettuce,71.17
SKU09017,Freshly-Baked Bagel,65.18
SKU09018,Crispy Bagel,22.4
SKU09019,Ripe Apple,5.59
SKU09020,Ripe Cucumber,71.56
SKU09021,Local Cucumber,5.56
SKU09022,Spicy Popcorn,57.24
SKU09023,Radiant Lipstick,89.16
SKU09024,Powerful Cleaner,26.4
SKU09025,Local Lettuce,29.44
SKU09026,Elegant Cream,65.51
SKU09027,Silky Foundation,52.83
SKU09028,Artisan Baguette,38.33
SKU09029,Savory Nuts,33.19
SKU09030,Fresh Yogurt,56.48
SKU09031,Crispy Bread,66.98
SKU09032,Powerful Detergent,92.68
SKU09033,Crunchy Crackers,66.5
SKU09034,Sweet Chips,3.34
SKU09035,Multi-Surface Detergent,5.24
SKU09036,Radiant Lipstick,5.74
SKU09037,Sweet Nuts,38.46
SKU09038,Nutritious Pet Treats,33.58
SKU09039,Premium Dog Food,79.88
SKU09040,Creamy Cream,38.14
SKU09041,Sparkling Tea,44.22
SKU09042,Fresh Cream,49.77
SKU09043,Sweet Chips,71.97
SKU09044,Smooth Perfume,39.93
SKU09045,Sparkling Soap,41.14
SKU09046,Crispy Baguette,50.81
SKU09047,Spicy Popcorn,45.48
SKU09048,Nutritious Kitten Kibble,84.07
SKU09049,Local Tomato,9.81
SKU09050,Artisan Bread,51.24
SKU09051,Refreshing Soda,62.97
SKU09052,Rich Yogurt,97.78
SKU09053,Wholesome Dog Food,88.1
SKU09054,Organic Cucumber,96.81
SKU09055,Chilled Water,17.5
SKU09056,Deep-Clean Detergent,50.81
SKU09057,Nutritious Cat Food,10.52
SKU09058,Sweet Popcorn,67.76
SKU09059,Freshly-Baked Bread,54.71
SKU09060,Eco-Friendly Cleaner,90.12
SKU09061,Sweet Popcorn,74.4
SKU09062,Ripe Lettuce,68.05
SKU09063,Crispy Baguette,27.74
SKU09064,Chilled Water,55.73
SKU09065,Delicious Cat Food,1.75
SKU09066,Sparkling Disinfectant,8.16
SKU09067,Spicy Chips,39.58
SKU09068,Organic Apple,61.97
SKU09069,Sweet Popcorn,17.57
SKU09070,Powerful Disinfectant,20.5
SKU09071,Luxury Lotion,97.93
SKU09072,Creamy Butter,49.82
SKU09073,Deep-Clean Sanitizer,7.27
SKU09074,Homemade Croissant,94.27
SKU09075,Refreshing Juice,1.09
SKU09076,Luxury Cream,81.01
SKU09077,Sparkling Soap,76.07
SKU09078,Crunchy Popcorn,20.6
SKU09079,Refreshing Tea,59.41
SKU09080,Rich Cheese,70.36
SKU09081,Delicious Dog Food,66.22
SKU09082,Chilled Tea,26.59
SKU09083,Crispy Bagel,64.0
SKU09084,Smooth Lipstick,92.7
SKU09085,Seasonal Carrot,12.74
SKU09086,Silky Foundation,30.34
SKU09087,Silky Foundation,6.49
SKU09088,Crispy Croissant,80.83
SKU09089,Spicy Crackers,55.4
SKU09090,Sweet Nuts,40.84
SKU09091,Deep-Clean Soap,69.84
SKU09092,Savory Popcorn,55.52
SKU09093,Powerful Soap,99.57
SKU09094,Organic Yogurt,82.07
SKU09095,Refreshing Coffee,45.51
SKU09096,Rich Cheese,46.22
SKU09097,Salty Crackers,82.49
SKU09098,Local Cucumber,41.35
SKU09099,Local Lettuce,13.61
SKU09100,Ripe Cucumber,18.12
SKU09101,Luxury Lipstick,12.75
SKU09102,Silky Perfume,49.49
SKU09103,Crispy Bagel,54.68
SKU09104,Refreshing Water,39.21
SKU09105,Nutritious Kitten Kibble,5.42
SKU09106,Elegant Lotion,45.44
SKU09107,Savory Chips,23.55
SKU09108,Smooth Cream,91.88
SKU09109,Radiant Cream,3.18
SKU09110,Premium Pet Treats,31.83
SKU09111,Zesty Tea,58.95
SKU09112,Salty Nuts,30.34
SKU09113,Spicy Nuts,89.57
SKU09114,Powerful Sanitizer,71.27
SKU09115,Icy Tea,21.2
SKU09116,Artisan Muffin,52.24
SKU09117,Ripe Banana,94.86
SKU09118,Sweet Nuts,17.51
SKU09119,Sparkling Tea,61.38
SKU09120,Crunchy Cookies,8.65
SKU09121,Crispy Croissant,96.22
SKU09122,Artisan Baguette,73.44
SKU09123,Rich Cream,28.7
SKU09124,Delicious Pet Treats,61.82
SKU09125,Chilled Soda,64.92
SKU09126,Ripe Cucumber,77.45
SKU09127,Seasonal Cucumber,29.56
SKU09128,Healthy Kitten Kibble,2.88
SKU09129,Silky Perfume,59.97
SKU09130,Zesty Juice,44.9
SKU09131,Fresh Butter,80.6
SKU09132,Local Banana,65.4
SKU09133,Chilled Coffee,19.79
SKU09134,Savory Crackers,35.26
SKU09135,Deep-Clean Soap,71.39
SKU09136,Fresh Banana,16.17
SKU09137,Eco-Friendly Cleaner,28.18
SKU09138,Healthy Dog Food,9.89
SKU09139,Fluffy Bagel,51.18
SKU09140,Organic Carrot,14.78
SKU09141,Sparkling Detergent,49.25
SKU09142,Salty Nuts,11.72
SKU09143,Homemade Croissant,66.28
SKU09144,Silky Lipstick,41.34
SKU09145,Fresh Cream,52.65
SKU09146,Deep-Clean Sanitizer,28.83
SKU09147,Sparkling Sanitizer,52.51
SKU09148,Healthy Dog Food,57.81
SKU09149,Delicious Pet Treats,89.22
SKU09150,Nutritious Cat Food,60.53
SKU09151,Luxury Foundation,10.46
SKU09152,Creamy Butter,92.94
SKU09153,Nutritious Kitten Kibble,73.68
SKU09154,Refreshing Soda,66.67
SKU09155,Local Lettuce,71.7
SKU09156,Salty Chips,54.89
SKU09157,Sweet Chips,10.84
SKU09158,Fresh Cream,20.29
SKU09159,Icy Water,41.72
SKU09160,Fresh Yogurt,49.52
SKU09161,Luxury Cream,28.69
SKU09162,Refreshing Juice,22.91
SKU09163,Sparkling Tea,48.68
SKU09164,Deep-Clean Soap,97.01
SKU09165,Artisan Baguette,73.73
SKU09166,Seasonal Lettuce,41.01
SKU09167,Deep-Clean Sanitizer,87.5
SKU09168,Savory Crackers,12.1
SKU09169,Homemade Croissant,84.24
SKU09170,Eco-Friendly Detergent,80.48
SKU09171,Multi-Surface Detergent,48.94
SKU09172,Sparkling Soda,65.84
SKU09173,Icy Water,17.64
SKU09174,Farm-Fresh Cream,31.91
SKU09175,Multi-Surface Sanitizer,31.3
SKU09176,Refreshing Juice,4.22
SKU09177,Sparkling Disinfectant,29.46
SKU09178,Nutritious Puppy Chow,93.01
SKU09179,Farm-Fresh Milk,6.63
SKU09180,Organic Tomato,56.2
SKU09181,Eco-Friendly Disinfectant,16.97
SKU09182,Local Apple,40.45
SKU09183,Homemade Bagel,48.17
SKU09184,Refreshing Water,62.97
SKU09185,Eco-Friendly Disinfectant,7.96
SKU09186,Spicy Chips,26.38
SKU09187,Local Carrot,56.89
SKU09188,Farm-Fresh Cheese,18.72
SKU09189,Zesty Tea,94.98
SKU09190,Elegant Cream,38.12
SKU09191,Freshly-Baked Bread,10.67
SKU09192,Artisan Muffin,94.52
SKU09193,Rich Cheese,28.31
SKU09194,Premium Pet Treats,54.71
SKU09195,Organic Lettuce,5.5
SKU09196,Fluffy Muffin,53.79
SKU09197,Fresh Apple,47.53
SKU09198,Silky Lotion,27.74
SKU09199,Delicious Puppy Chow,33.1
SKU09200,Fresh Milk,58.58
SKU09201,Crispy Baguette,74.09
SKU09202,Eco-Friendly Detergent,23.51
SKU09203,Zesty Coffee,69.85
SKU09204,Refreshing Soda,65.93
SKU09205,Organic Cheese,51.99
SKU09206,Organic Apple,41.58
SKU09207,Luxury Perfume,48.18
SKU09208,Crispy Croissant,38.52
SKU09209,Freshly-Baked Bread,1.09
SKU09210,Premium Cat Food,14.19
SKU09211,Deep-Clean Cleaner,22.8
SKU09212,Delicious Pet Treats,21.02
SKU09213,Multi-Surface Soap,67.0
SKU09214,Organic Yogurt,40.96
SKU09215,Homemade Baguette,85.99
SKU09216,Deep-Clean Soap,13.35
SKU09217,Organic Cream,18.48
SKU09218,Eco-Friendly Soap,94.19
SKU09219,Eco-Friendly Detergent,53.34
SKU09220,Luxury Foundation,68.24
SKU09221,Sweet Chips,74.42
SKU09222,Icy Tea,82.71
SKU09223,Premium Kitten Kibble,33.56
SKU09224,Zesty Juice,52.34
SKU09225,Rich Yogurt,42.85
SKU09226,Refreshing Tea,93.25
SKU09227,Luxury Foundation,37.06
SKU09228,Powerful Soap,69.69
SKU09229,Healthy Dog Food,81.59
SKU09230,Farm-Fresh Cream,65.96
SKU09231,Elegant Lotion,94.29
SKU09232,Artisan Bagel,34.32
SKU09233,Silky Perfume,23.62
SKU09234,Salty Chips,40.92
SKU09235,Savory Cookies,14.39
SKU09236,Homemade Baguette,99.06
SKU09237,Creamy Butter,45.05
SKU09238,Delicious Pet Treats,97.21
SKU09239,Freshly-Baked Muffin,78.25
SKU09240,Healthy Pet Treats,90.23
SKU09241,Ripe Cucumber,43.63
SKU09242,Powerful Detergent,62.52
SKU09243,Multi-Surface Sanitizer,70.37
SKU09244,Healthy Cat Food,52.95
SKU09245,Delicious Dog Food,99.39
SKU09246,Eco-Friendly Soap,27.53
SKU09247,Rich Milk,78.92
SKU09248,Powerful Detergent,20.86
SKU09249,Organic Butter,37.29
SKU09250,Delicious Cat Food,46.71
SKU09251,Sparkling Soap,5.91
SKU09252,Smooth Foundation,73.0
SKU09253,Delicious Pet Treats,19.64
SKU09254,Radiant Perfume,21.9
SKU09255,Local Tomato,4.55
SKU09256,Wholesome Cat Food,17.94
SKU09257,Ripe Carrot,85.58
SKU09258,Smooth Foundation,46.13
SKU09259,Luxury Lipstick,23.3
SKU09260,Wholesome Dog Food,18.93
SKU09261,Freshly-Baked Bagel,62.04
SKU09262,Powerful Disinfectant,15.96
SKU09263,Eco-Friendly Sanitizer,93.6
SKU09264,Creamy Butter,29.32
SKU09265,Radiant Cream,66.48
SKU09266,Elegant Foundation,58.06
SKU09267,Crispy Bagel,32.98
SKU09268,Refreshing Juice,74.42
SKU09269,Eco-Friendly Soap,12.04
SKU09270,Crunchy Popcorn,75.86
SKU09271,Deep-Clean Disinfectant,92.13
SKU09272,Seasonal Carrot,81.7
SKU09273,Delicious Dog Food,25.13
SKU09274,Local Cucumber,14.69
SKU09275,Luxury Foundation,14.69
SKU09276,Fresh Milk,66.12
SKU09277,Local Apple,14.03
SKU09278,Chilled Water,12.57
SKU09279,Nutritious Puppy Chow,25.2
SKU09280,Creamy Cheese,1.88
SKU09281,Powerful Disinfectant,69.73
SKU09282,Organic Cream,26.45
SKU09283,Refreshing Juice,92.79
SKU09284,Delicious Dog Food,98.4
SKU09285,Homemade Muffin,99.83
SKU09286,Spicy Chips,10.36
SKU09287,Homemade Bagel,13.85
SKU09288,Sparkling Detergent,62.32
SKU09289,Icy Tea,93.4
SKU09290,Powerful Cleaner,86.01
SKU09291,Elegant Foundation,40.81
SKU09292,Chilled Water,8.19
SKU09293,Savory Cookies,79.08
SKU09294,Organic Banana,99.23
SKU09295,Luxury Lipstick,68.99
SKU09296,Smooth Foundation,11.88
SKU09297,Spicy Chips,71.93
SKU09298,Crunchy Popcorn,75.92
SKU09299,Deep-Clean Detergent,21.06
SKU09300,Freshly-Baked Baguette,37.26
SKU09301,Sweet Popcorn,39.61
SKU09302,Radiant Lotion,65.49
SKU09303,Smooth Cream,69.78
SKU09304,Elegant Cream,37.3
SKU09305,Fluffy Baguette,68.13
SKU09306,Multi-Surface Disinfectant,50.19
SKU09307,Crispy Croissant,88.06
SKU09308,Delicious Kitten Kibble,85.98
SKU09309,Icy Soda,57.71
SKU09310,Spicy Nuts,75.85
SKU09311,Organic Cheese,72.27
SKU09312,Wholesome Pet Treats,71.73
SKU09313,Creamy Milk,89.47
SKU09314,Premium Pet Treats,87.33
SKU09315,Creamy Cheese,19.47
SKU09316,Fresh Butter,62.7
SKU09317,Radiant Foundation,14.06
SKU09318,Radiant Cream,5.96
SKU09319,Elegant Foundation,19.63
SKU09320,Zesty Tea,85.26
SKU09321,Crispy Muffin,22.99
SKU09322,Delicious Pet Treats,60.4
SKU09323,Elegant Lipstick,83.79
SKU09324,Zesty Juice,57.84
SKU09325,Wholesome Cat Food,52.28
SKU09326,Healthy Cat Food,70.59
SKU09327,Salty Popcorn,77.16
SKU09328,Sweet Popcorn,65.07
SKU09329,Delicious Cat Food,7.14
SKU09330,Savory Crackers,77.17
SKU09331,Local Cucumber,19.93
SKU09332,Premium Dog Food,14.91
SKU09333,Ripe Carrot,89.85
SKU09334,Farm-Fresh Yogurt,66.96
SKU09335,Spicy Crackers,35.29
SKU09336,Organic Cheese,69.64
SKU09337,Powerful Cleaner,46.77
SKU09338,Savory Popcorn,40.61
SKU09339,Fluffy Muffin,31.71
SKU09340,Ripe Lettuce,40.5
SKU09341,Salty Crackers,59.52
SKU09342,Deep-Clean Sanitizer,27.41
SKU09343,Smooth Lipstick,37.87
SKU09344,Refreshing Tea,60.23
SKU09345,Eco-Friendly Detergent,23.27
SKU09346,Spicy Nuts,23.32
SKU09347,Chilled Coffee,43.17
SKU09348,Savory Chips,77.02
SKU09349,Chilled Coffee,41.92
SKU09350,Powerful Cleaner,34.75
SKU09351,Multi-Surface Disinfectant,84.2
SKU09352,Fresh Cream,35.13
SKU09353,Fluffy Bagel,70.82
SKU09354,Healthy Dog Food,42.13
SKU09355,Nutritious Kitten Kibble,29.39
SKU09356,Zesty Tea,81.24
SKU09357,Rich Cream,16.69
SKU09358,Spicy Popcorn,51.91
SKU09359,Healthy Cat Food,77.46
SKU09360,Sparkling Soap,18.64
SKU09361,Smooth Foundation,25.57
SKU09362,Chilled Water,50.9
SKU09363,Fresh Banana,58.03
SKU09364,Radiant Perfume,94.32
SKU09365,Creamy Milk,48.33
SKU09366,Ripe Tomato,65.45
SKU09367,Silky Foundation,10.04
SKU09368,Healthy Cat Food,70.38
SKU09369,Salty Popcorn,96.27
SKU09370,Freshly-Baked Croissant,27.52
SKU09371,Premium Cat Food,90.06
SKU09372,Elegant Perfume,36.65
SKU09373,Fresh Yogurt,67.34
SKU09374,Ripe Banana,83.85
SKU09375,Local Apple,75.03
SKU09376,Multi-Surface Detergent,12.27
SKU09377,Nutritious Puppy Chow,33.71
SKU09378,Chilled Tea,84.21
SKU09379,Seasonal Tomato,89.32
SKU09380,Fresh Cheese,98.9
SKU09381,Eco-Friendly Detergent,57.87
SKU09382,Nutritious Pet Treats,6.79
SKU09383,Smooth Perfume,29.79
SKU09384,Spicy Nuts,75.43
SKU09385,Silky Perfume,79.49
SKU09386,Salty Cookies,55.8
SKU09387,Crunchy Cookies,63.94
SKU09388,Fluffy Bread,68.32
SKU09389,Zesty Juice,72.5
SKU09390,Icy Juice,39.14
SKU09391,Radiant Perfume,94.71
SKU09392,Refreshing Coffee,94.16
SKU09393,Refreshing Soda,37.66
SKU09394,Fresh Cheese,42.77
SKU09395,Sweet Popcorn,96.07
SKU09396,Salty Chips,28.06
SKU09397,Rich Butter,32.24
SKU09398,Multi-Surface Disinfectant,68.76
SKU09399,Fluffy Bagel,80.89
SKU09400,Artisan Baguette,52.9
SKU09401,Premium Pet Treats,3.52
SKU09402,Organic Lettuce,79.86
SKU09403,Icy Juice,33.32
SKU09404,Spicy Cookies,72.85
SKU09405,Homemade Croissant,75.97
SKU09406,Spicy Nuts,96.58
SKU09407,Fluffy Bread,1.19
SKU09408,Powerful Soap,6.01
SKU09409,Radiant Perfume,28.16
SKU09410,Radiant Perfume,39.17
SKU09411,Luxury Foundation,2.2
SKU09412,Premium Pet Treats,1.28
SKU09413,Farm-Fresh Butter,37.52
SKU09414,Sparkling Soap,80.55
SKU09415,Creamy Butter,89.51
SKU09416,Crunchy Popcorn,59.69
SKU09417,Fluffy Muffin,72.02
SKU09418,Silky Lotion,87.81
SKU09419,Smooth Cream,47.42
SKU09420,Luxury Lipstick,56.58
SKU09421,Radiant Lipstick,72.32
SKU09422,Nutritious Cat Food,15.79
SKU09423,Deep-Clean Soap,94.16
SKU09424,Delicious Puppy Chow,43.18
SKU09425,Rich Milk,1.37
SKU09426,Freshly-Baked Bagel,46.66
SKU09427,Luxury Cream,33.02
SKU09428,Homemade Bagel,42.76
SKU09429,Delicious Puppy Chow,9.88
SKU09430,Radiant Perfume,38.04
SKU09431,Deep-Clean Disinfectant,29.26
SKU09432,Deep-Clean Detergent,18.45
SKU09433,Seasonal Tomato,65.51
SKU09434,Healthy Dog Food,83.32
SKU09435,Multi-Surface Soap,87.76
SKU09436,Fresh Cheese,90.05
SKU09437,Eco-Friendly Cleaner,72.28
SKU09438,Rich Cream,60.5
SKU09439,Sparkling Tea,15.75
SKU09440,Fresh Cream,77.77
SKU09441,Eco-Friendly Detergent,9.52
SKU09442,Farm-Fresh Yogurt,12.34
SKU09443,Silky Perfume,8.88
SKU09444,Local Lettuce,83.59
SKU09445,Nutritious Pet Treats,6.46
SKU09446,Eco-Friendly Cleaner,30.09
SKU09447,Healthy Kitten Kibble,75.99
SKU09448,Sparkling Coffee,6.74
SKU09449,Savory Cookies,8.65
SKU09450,Sparkling Cleaner,25.81
SKU09451,Silky Lotion,1.14
SKU09452,Sparkling Sanitizer,57.78
SKU09453,Organic Tomato,55.13
SKU09454,Organic Lettuce,28.1
SKU09455,Delicious Dog Food,78.34
SKU09456,Radiant Lotion,84.29
SKU09457,Powerful Detergent,32.25
SKU09458,Powerful Detergent,59.09
SKU09459,Local Cucumber,90.67
SKU09460,Spicy Nuts,76.63
SKU09461,Smooth Cream,98.37
SKU09462,Farm-Fresh Milk,26.32
SKU09463,Smooth Cream,62.16
SKU09464,Ripe Tomato,46.3
SKU09465,Sparkling Disinfectant,3.32
SKU09466,Sweet Nuts,56.7
SKU09467,Artisan Baguette,76.23
SKU09468,Refreshing Soda,6.2
SKU09469,Fluffy Bagel,70.66
SKU09470,Crispy Baguette,30.59
SKU09471,Luxury Cream,90.89
SKU09472,Spicy Cookies,21.61
SKU09473,Wholesome Kitten Kibble,26.19
SKU09474,Farm-Fresh Cheese,22.01
SKU09475,Healthy Kitten Kibble,38.62
SKU09476,Powerful Cleaner,61.42
SKU09477,Smooth Foundation,63.39
SKU09478,Rich Butter,1.7
SKU09479,Farm-Fresh Yogurt,75.97
SKU09480,Sparkling Sanitizer,73.99
SKU09481,Savory Nuts,97.0
SKU09482,Multi-Surface Soap,12.22
SKU09483,Crunchy Nuts,41.76
SKU09484,Organic Butter,16.6
SKU09485,Healthy Puppy Chow,60.87
SKU09486,Deep-Clean Soap,65.41
SKU09487,Crispy Croissant,41.11
SKU09488,Icy Tea,73.38
SKU09489,Luxury Lotion,17.92
SKU09490,Spicy Cookies,45.62
SKU09491,Homemade Muffin,98.25
SKU09492,Fresh Lettuce,89.37
SKU09493,Nutritious Cat Food,92.02
SKU09494,Savory Chips,31.81
SKU09495,Smooth Lotion,56.88
SKU09496,Smooth Cream,63.94
SKU09497,Premium Kitten Kibble,55.95
SKU09498,Powerful Sanitizer,68.71
SKU09499,Sparkling Cleaner,64.19
SKU09500,Local Carrot,40.94
SKU09501,Homemade Muffin,90.99
SKU09502,Eco-Friendly Cleaner,30.74
SKU09503,Savory Nuts,95.89
SKU09504,Fresh Banana,34.82
SKU09505,Ripe Cucumber,46.78
SKU09506,Smooth Cream,60.37
SKU09507,Radiant Cream,20.49
SKU09508,Zesty Juice,47.88
SKU09509,Artisan Bagel,57.51
SKU09510,Sparkling Soap,61.6
SKU09511,Elegant Cream,38.84
SKU09512,Healthy Pet Treats,96.33
SKU09513,Delicious Cat Food,12.93
SKU09514,Healthy Pet Treats,75.89
SKU09515,Farm-Fresh Butter,14.06
SKU09516,Freshly-Baked Baguette,16.49
SKU09517,Premium Cat Food,12.46
SKU09518,Organic Carrot,96.78
SKU09519,Multi-Surface Soap,88.99
SKU09520,Fresh Banana,95.52
SKU09521,Artisan Croissant,15.08
SKU09522,Homemade Baguette,8.75
SKU09523,Crispy Bagel,34.37
SKU09524,Artisan Bread,85.7
SKU09525,Salty Chips,35.07
SKU09526,Seasonal Apple,38.24
SKU09527,Delicious Pet Treats,92.77
SKU09528,Nutritious Dog Food,37.81
SKU09529,Eco-Friendly Sanitizer,20.84
SKU09530,Nutritious Dog Food,84.46
SKU09531,Organic Banana,97.5
SKU09532,Fluffy Muffin,6.46
SKU09533,Multi-Surface Soap,53.53
SKU09534,Healthy Pet Treats,12.01
SKU09535,Fresh Yogurt,1.98
SKU09536,Organic Lettuce,65.63
SKU09537,Chilled Water,26.78
SKU09538,Savory Cookies,58.03
SKU09539,Crispy Muffin,21.21
SKU09540,Powerful Disinfectant,10.37
SKU09541,Eco-Friendly Sanitizer,51.37
SKU09542,Organic Milk,90.68
SKU09543,Homemade Muffin,90.33
SKU09544,Eco-Friendly Cleaner,99.75
SKU09545,Premium Puppy Chow,92.59
SKU09546,Eco-Friendly Disinfectant,54.57
SKU09547,Radiant Cream,44.13
SKU09548,Seasonal Tomato,13.1
SKU09549,Crispy Bread,94.68
SKU09550,Multi-Surface Disinfectant,75.38
SKU09551,Crunchy Chips,37.33
SKU09552,Crunchy Popcorn,96.78
SKU09553,Rich Butter,96.77
SKU09554,Local Carrot,67.73
SKU09555,Refreshing Coffee,39.52
SKU09556,Freshly-Baked Bagel,74.11
SKU09557,Crispy Baguette,14.41
SKU09558,Homemade Muffin,44.24
SKU09559,Powerful Sanitizer,79.43
SKU09560,Icy Tea,20.0
SKU09561,Organic Butter,87.02
SKU09562,Ripe Cucumber,20.32
SKU09563,Salty Nuts,73.86
SKU09564,Rich Yogurt,63.72
SKU09565,Local Apple,5.71
SKU09566,Elegant Foundation,95.44
SKU09567,Fluffy Muffin,68.28
SKU09568,Sparkling Soap,36.05
SKU09569,Rich Butter,45.84
SKU09570,Eco-Friendly Disinfectant,44.82
SKU09571,Powerful Cleaner,1.1
SKU09572,Fresh Lettuce,33.98
SKU09573,Silky Foundation,35.41
SKU09574,Ripe Cucumber,20.16
SKU09575,Eco-Friendly Disinfectant,7.56
SKU09576,Farm-Fresh Cream,41.19
SKU09577,Artisan Bread,19.16
SKU09578,Spicy Popcorn,72.2
